{{0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I},
{0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I},
{0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I},
{-0.2122885706 + -0.1585842957*I, -0.1938972125 + -0.1806081036*I, -0.1745687237 + -0.1993518918*I, -0.1559373899 + -0.2142403942*I, -0.1396921643 + -0.2251699698*I, -0.1273752156 + -0.2323595716*I, -0.1202368721 + -0.2361324007*I, -0.1191465578 + -0.2366844182*I, -0.1245338380 + -0.2338947183*I, -0.1363269618 + -0.2272231845*I, -0.1538712805 + -0.2157291012*I, -0.1758415428 + -0.1982300883*I, -0.2001982522 + -0.1735974535*I, -0.2242614576 + -0.1411460758*I, -0.2449665983 + -0.1010286187*I, -0.2593156120 + -0.0545053157*I, -0.2649522991 + -0.0039617273*I, -0.2607095846 + 0.0473912286*I, -0.2469463547 + 0.0960880533*I, -0.2255442310 + 0.1390870804*I, -0.1995562188 + 0.1743351129*I, -0.1726307865 + 0.2010324044*I, -0.1484069818 + 0.2195239937*I, -0.1300527615 + 0.2308715992*I, -0.1200177309 + 0.2362438578*I, -0.1199472065 + 0.2362796727*I, -0.1306123230 + 0.2305554969*I, -0.1516853637 + 0.2172716422*I, -0.1812479428 + 0.1932992481*I, -0.2150751634 + 0.1547840113*I, -0.2459921472 + 0.0985052262*I, -0.2638919297 + 0.0240096961*I, -0.2571568824 + -0.0639199024*I, -0.2159501271 + -0.1535609282*I, -0.1369250351 + -0.2268632867*I, -0.0275500284 + -0.2635458442*I, 0.0926841307 + -0.2482439687*I, 0.1962889685 + -0.1780057778*I, 0.2566122144 + -0.0660725925*I, 0.2578628398 + 0.0610096050*I, 0.2012393259 + 0.1723895293*I, 0.1038640323 + 0.2437779294*I, -0.0087043350 + 0.2648389145*I, -0.1121653929 + 0.2400715325*I, -0.1906687128 + 0.1840132006*I, -0.2390948913 + 0.1142324341*I, -0.2610237512 + 0.0456291287*I, -0.2646996947 + -0.0122265157*I, -0.2592220885 + -0.0549483841*I, -0.2520908698 + -0.0816431837*I},
{0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I},
{0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I},
{-0.2122885706 + -0.1585842957*I, -0.1881756766 + -0.1865618686*I, -0.1621292963 + -0.2095936720*I, -0.1366187687 + -0.2270478542*I, -0.1141696711 + -0.2391248675*I, -0.0970279379 + -0.2465785784*I, -0.0869625917 + -0.2503056606*I, -0.0851916196 + -0.2509139375*I, -0.0923543967 + -0.2483668284*I, -0.1084381567 + -0.2417779606*I, -0.1326012634 + -0.2294173512*I, -0.1629136003 + -0.2089846284*I, -0.1961324713 + -0.1781781967*I, -0.2277111438 + -0.1355103357*I, -0.2522391901 + -0.0811837855*I, -0.2643894693 + -0.0177094490*I, -0.2602048907 + 0.0500882314*I, -0.2383049095 + 0.1158714209*I, -0.2004976017 + 0.1732516314*I, -0.1514661888 + 0.2174244920*I, -0.0976036197 + 0.2463512726*I, -0.0454675951 + 0.2610519371*I, -0.0004774695 + 0.2649814863*I, 0.0337014583 + 0.2628300359*I, 0.0550054729 + 0.2592099806*I, 0.0623067877 + 0.2575524806*I, 0.0546649656 + 0.2592820040*I, 0.0309507382 + 0.2631681361*I, -0.0097566803 + 0.2648022342*I, -0.0667301736 + 0.2564420012*I, -0.1351902240 + 0.2279013370*I, -0.2037494006 + 0.1694154592*I, -0.2535684966 + 0.0769313563*I, -0.2617259772 + -0.0414117005*I, -0.2101995369 + -0.1613430220*I, -0.0981626521 + -0.2461290511*I, 0.0494673235 + -0.2603236447*I, 0.1857110054 + -0.1890154453*I, 0.2600302284 + -0.0509872179*I, 0.2431650757 + 0.1052908450*I, 0.1426730686 + 0.2232931069*I, -0.0016177056 + 0.2649769784*I, -0.1389197861 + 0.2256473113*I, -0.2310484104 + 0.1297383833*I, -0.2646294982 + 0.0136617982*I, -0.2486109584 + -0.0916951877*I, -0.2032932762 + -0.1699625250*I, -0.1493988395 + -0.2188501835*I, -0.1020264514 + -0.2445526922*I, -0.0696484794 + -0.2556648302*I},
{0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I},
{0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I},
{-0.2122885706 + -0.1585842957*I, -0.2319616905 + -0.1280983615*I, -0.2460150776 + -0.0984479439*I, -0.2549343428 + -0.0722765310*I, -0.2598432306 + -0.0519317974*I, -0.2620524054 + -0.0392931658*I, -0.2625590701 + -0.0357512348*I, -0.2615923913 + -0.0422473298*I, -0.2582746119 + -0.0592422223*I, -0.2504661640 + -0.0864992300*I, -0.2348923373 + -0.1226417790*I, -0.2076770924 + -0.1645771594*I, -0.1653716878 + -0.2070449732*I, -0.1063992226 + -0.2426821409*I, -0.0325444858 + -0.2629758021*I, 0.0501674849 + -0.2601896223*I, 0.1318998474 + -0.2298213357*I, 0.2010307537 + -0.1726327087*I, 0.2472963646 + -0.0951836337*I, 0.2648506301 + -0.0083402512*I, 0.2539112036 + 0.0757925902*I, 0.2203060941 + 0.1472434752*I, 0.1732812298 + 0.2004720217*I, 0.1226998840 + 0.2348619904*I, 0.0768247704 + 0.2536008098*I, 0.0413222591 + 0.2617401134*I, 0.0194200236 + 0.2642693300*I, 0.0126867826 + 0.2646780339*I, 0.0217981358 + 0.2640838074*I, 0.0467909552 + 0.2608179875*I, 0.0865509292 + 0.2504483035*I, 0.1375914939 + 0.2264597025*I, 0.1926103072 + 0.1819799044*I, 0.2398036204 + 0.1127370379*I, 0.2641726868 + 0.0206931784*I, 0.2515583532 + -0.0832695082*I, 0.1946261689 + -0.1798223303*I, 0.0981083111 + -0.2461507168*I, -0.0201723823 + -0.2642129654*I, -0.1343049431 + -0.2284241632*I, -0.2195513906 + -0.1483664483*I, -0.2611739758 + -0.0447612606*I, -0.2583323015 + 0.0589901525*I, -0.2217822507 + 0.1450105146*I, -0.1677433557 + 0.2051282104*I, -0.1117318693 + 0.2402736054*I, -0.0649908109 + 0.2568883231*I, -0.0339427028 + 0.2627989897*I, -0.0215165663 + 0.2641068978*I, -0.0288030060 + 0.2634118504*I},
{0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I},
{0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I},
{-0.2122885706 + -0.1585842957*I, -0.2278577734 + -0.1352636358*I, -0.2395765354 + -0.1132188136*I, -0.2476429437 + -0.0942782504*I, -0.2525853717 + -0.0801002250*I, -0.2549969577 + -0.0720553097*I, -0.2552451620 + -0.0711710849*I, -0.2532119734 + -0.0780968157*I, -0.2481139730 + -0.0930315672*I, -0.2384501319 + -0.1155722747*I, -0.2221287455 + -0.1444791905*I, -0.1968196648 + -0.1774188141*I, -0.1605421486 + -0.2108118464*I, -0.1124173087 + -0.2399536722*I, -0.0533997312 + -0.2595455351*I, 0.0132920220 + -0.2646483293*I, 0.0823235082 + -0.2518695219*I, 0.1470936928 + -0.2204061288*I, 0.2011303266 + -0.1725166885*I, 0.2396048253 + -0.1131589314*I, 0.2604384770 + -0.0488591423*I, 0.2646226598 + 0.0137936211*I, 0.2557071266 + 0.0694930318*I, 0.2387371758 + 0.1149781587*I, 0.2190725211 + 0.1490726219*I, 0.2014510703 + 0.1721420411*I, 0.1894528556 + 0.1852647608*I, 0.1853062883 + 0.1894122372*I, 0.1898574879 + 0.1848500754*I, 0.2025214873 + 0.1708814304*I, 0.2211302000 + 0.1460029134*I, 0.2417453489 + 0.1085108398*I, 0.2586625332 + 0.0575248642*I, 0.2649192565 + -0.0057622555*I, 0.2535398219 + -0.0770258058*I, 0.2194446026 + -0.1485243497*I, 0.1614928644 + -0.2100844374*I, 0.0837685546 + -0.2513926119*I, -0.0047217192 + -0.2649398449*I, -0.0921593801 + -0.2484392576*I, -0.1671589856 + -0.2056046925*I, -0.2218492637 + -0.1449079717*I, -0.2535743546 + -0.0769120455*I, -0.2647369613 + -0.0113911110*I, -0.2611948129 + 0.0446395091*I, -0.2501236602 + 0.0874846883*I, -0.2381849733 + 0.1161177616*I, -0.2303897727 + 0.1309044258*I, -0.2295822222 + 0.1323156051*I, -0.2362185074 + 0.1200676178*I},
{0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + 0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, 0.0000000000 + -0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I, -0.0000000000 + 0.0000000000*I},
